campaign_type,roi
Email,3.38
Social Media,4.39
Search,4.91
Social Media,6.11
Social Media,7.76
Influencer,5.67
Display,4.40
Search,7.49
Search,5.84
Social Media,7.75
Search,3.68
Social Media,4.00
Email,4.22
Email,2.77
Display,4.31
Display,2.45
Email,7.76
Display,4.73
Display,2.24
Influencer,5.73
Email,2.84
Influencer,3.37
Search,3.03
Display,4.31
Email,4.98
Influencer,5.91
Display,6.76
Search,4.45
Email,2.18
Search,4.68
Email,7.31
Search,2.50
Social Media,6.30
Social Media,2.91
Display,4.03
Search,5.19
Social Media,2.47
Influencer,7.65
Search,2.76
Influencer,6.80
Email,2.32
Search,6.50
Influencer,3.89
Search,4.55
Influencer,4.49
Search,4.29
Influencer,2.85
Social Media,3.31
Influencer,3.20
Email,4.07
Social Media,7.88
Display,5.14
Influencer,6.03
Social Media,7.43
Email,7.95
Display,7.41
Influencer,3.36
Display,7.77
Display,4.09
Search,3.24
Search,7.55
Display,5.60
Social Media,2.45
Influencer,3.75
Search,7.12
Search,6.54
Display,4.70
Social Media,3.13
Display,7.14
Email,3.18
Display,4.27
Email,5.11
Influencer,3.13
Social Media,4.27
Search,5.21
Social Media,3.85
Email,7.45
Social Media,4.86
Influencer,3.72
Search,4.32
Influencer,6.70
Email,7.11
Influencer,5.70
Influencer,5.33
Influencer,6.06
Social Media,2.01
Display,3.88
Search,2.20
Search,7.08
Email,5.37
Influencer,4.56
Influencer,3.84
Influencer,6.15
Social Media,4.87
Social Media,7.40
Social Media,4.94
Display,3.03
Display,4.98
Search,2.07
Influencer,6.82
Email,4.87
Search,2.32
Email,7.79
Display,2.32
Social Media,2.11
Influencer,2.57
Email,3.42
Influencer,5.97
Search,3.73
Influencer,4.56
Search,6.73
Influencer,5.65
Social Media,3.53
Display,2.09
Social Media,5.24
Social Media,7.92
Display,7.82
Email,5.37
Social Media,6.20
Display,7.52
Social Media,6.46
Influencer,6.62
Search,2.18
Search,3.12
Display,2.07
Social Media,5.67
Social Media,3.95
Influencer,5.72
Influencer,3.46
Display,3.26
Social Media,6.74
Search,2.09
Social Media,7.70
Display,7.21
Search,3.50
Display,3.85
Display,4.78
Search,2.87
Influencer,7.24
Social Media,2.24
Influencer,6.35
Email,6.39
Influencer,5.23
Search,6.12
Influencer,3.56
Search,6.04
Social Media,5.12
Search,7.11
Social Media,5.30
Influencer,3.64
Email,7.80
Influencer,5.75
Search,6.24
Social Media,7.34
Email,6.72
Social Media,7.17
Display,4.61
Display,6.05
Influencer,4.89
Search,3.27
Social Media,6.04
Display,6.07
Display,5.33
Influencer,6.46
Social Media,7.15
Influencer,4.41
Display,5.85
Email,2.62
Influencer,3.38
Search,7.36
Email,2.44
Influencer,5.77
Social Media,6.31
Social Media,5.35
Email,7.84
Influencer,4.10
Influencer,2.53
Social Media,3.58
Social Media,4.01
Influencer,2.60
Email,2.29
Search,7.63
Display,3.98
Email,4.86
Influencer,6.71
Influencer,6.04
Social Media,7.76
Search,5.88
Email,2.60
Influencer,4.27
Email,2.64
Search,7.61
Display,2.20
Email,6.12
Search,7.93
Display,5.60
Social Media,5.06
Social Media,6.95
Display,7.83
Search,2.02
Social Media,7.80
Display,6.31
Search,5.05
Email,3.63
Email,2.35
Email,7.51
Email,2.72
Email,2.12
Search,6.59
Display,3.01
Search,3.20
Influencer,7.01
Social Media,5.21
Influencer,3.96
Display,4.84
Email,6.07
Search,6.69
Display,4.71
Email,6.67
Search,3.81
Influencer,3.15
Display,7.55
Search,4.27
Display,3.77
Influencer,5.02
Email,5.51
Influencer,6.82
Email,2.31
Display,2.31
Email,7.56
Search,4.79
Display,2.56
Email,2.28
Display,3.67
Email,5.47
Display,5.37
Search,7.91
Display,2.91
Display,7.81
Influencer,7.81
Search,3.91
Social Media,4.74
Search,3.19
Email,3.20
Influencer,4.87
Social Media,5.15
Social Media,6.70
Social Media,7.16
Search,4.41
Display,4.83
Influencer,3.93
Display,2.38
Influencer,7.63
Email,4.50
Email,2.68
Email,5.01
Influencer,3.38
Influencer,5.26
Influencer,7.84
Search,3.85
Email,7.52
Influencer,6.44
Social Media,3.33
Influencer,7.46
Search,6.62
Email,7.62
Email,4.62
Email,3.57
Influencer,2.13
Search,3.91
Search,6.78
Email,3.69
Search,5.43
Display,2.37
Display,3.08
Email,3.23
Email,4.21
Email,5.69
Search,5.82
Influencer,7.79
Influencer,6.87
Display,4.14
Search,6.37
Social Media,3.92
Social Media,7.89
Display,5.74
Email,5.43
Influencer,6.73
Search,5.39
Search,3.32
Email,6.52
Influencer,2.26
Email,4.19
Influencer,3.57
Search,5.98
Search,6.93
Email,2.80
Display,3.95
Display,5.63
Display,2.06
Email,7.66
Display,4.88
Email,3.01
Display,7.76
Display,5.98
Social Media,3.57
Social Media,4.37
Social Media,2.86
Social Media,4.88
Social Media,2.89
Search,3.54
Email,3.72
Social Media,5.88
Search,2.60
Social Media,7.87
Search,2.22
Display,4.91
Display,6.26
Social Media,3.95
Search,6.44
Social Media,6.54
Display,7.30
Email,6.62
Search,4.29
Display,2.46
Display,7.39
Display,4.95
Social Media,5.65
Email,2.13
Email,7.79
Search,4.25
Display,3.29
Influencer,4.77
Email,7.89
Display,6.42
Display,5.56
Email,4.60
Email,4.78
Email,5.08
Display,2.30
Search,6.65
Social Media,7.08
Display,7.94
Search,3.56
Social Media,6.82
Influencer,4.87
Search,6.33
Search,5.52
Social Media,7.16
Influencer,7.24
Display,6.01
Search,5.59
Influencer,5.83
Social Media,7.85
Influencer,2.04
Email,6.31
Display,6.81
Email,2.29
Display,5.77
Influencer,5.71
Search,4.99
Search,6.98
Social Media,3.59
Social Media,5.88
Influencer,3.60
Display,2.67
Search,4.75
Social Media,7.68
Social Media,5.09
Display,7.88
Search,6.55
Email,6.19
Search,4.03
Influencer,7.71
Display,6.82
Display,4.58
Email,7.17
Search,7.75
Display,5.88
Search,5.96
Search,5.52
Search,3.23
Display,3.82
Email,4.01
Email,3.91
Display,5.30
Influencer,6.01
Social Media,4.46
Influencer,6.10
Influencer,2.01
Email,6.93
Display,2.16
Influencer,4.12
Search,4.81
Social Media,6.94
Influencer,5.31
Influencer,2.33
Display,3.22
Influencer,7.90
Search,3.97
Display,6.06
Influencer,3.85
Search,3.34
Influencer,2.97
Email,4.02
Influencer,6.41
Search,3.52
Email,4.55
Display,5.58
Social Media,2.72
Display,3.57
Email,5.56
Email,4.84
Email,2.59
Email,3.68
Social Media,5.79
Search,2.72
Influencer,6.30
Social Media,4.59
Influencer,5.49
Display,5.71
Influencer,5.56
Social Media,3.36
Influencer,5.94
Influencer,7.57
Search,3.69
Display,2.30
Search,2.24
Influencer,3.71
Display,2.31
Display,4.58
Search,5.89
Influencer,5.00
Display,3.29
Social Media,5.01
Display,2.30
Social Media,3.30
Display,5.73
Social Media,5.08
Email,4.96
Social Media,7.56
Display,6.64
Search,2.29
Influencer,2.03
Influencer,4.35
Social Media,4.37
Email,3.60
Display,7.50
Email,3.55
Search,2.18
Search,5.01
Social Media,5.99
Display,3.87
Search,2.48
Social Media,3.83
Search,2.53
Influencer,2.80
Email,7.49
Social Media,6.37
Influencer,6.96
Social Media,5.06
Display,7.62
Email,3.87
Display,3.14
Influencer,5.38
Influencer,7.26
Search,3.90
Influencer,2.34
Email,2.14
Influencer,3.72
Influencer,3.95
Influencer,3.01
Search,5.83
Display,5.78
Search,3.37
Social Media,3.87
Email,3.87
Social Media,6.58
Display,5.19
Influencer,4.40
Email,3.76
Social Media,2.41
Influencer,5.87
Social Media,2.64
Influencer,3.98
Social Media,5.56
Search,6.29
Influencer,7.10
Display,7.26
Display,4.41
Email,5.72
Display,5.85
Search,5.87
Social Media,6.03
Search,3.38
Influencer,4.18
Email,2.72
Influencer,4.00
Search,6.30
Social Media,5.63
Social Media,2.49
Email,6.59
Search,2.38
Display,3.42
Email,2.58
Social Media,2.55
Influencer,2.93
Email,7.46
Influencer,5.92
Email,3.29
Social Media,6.35
Influencer,7.15
Social Media,7.68
Email,3.86
Influencer,4.18
Influencer,5.07
Social Media,5.16
Email,2.60
Search,3.10
Email,4.32
Influencer,4.42
Search,2.94
Search,6.36
Influencer,6.59
Display,6.03
Search,6.60
Display,6.43
Display,3.97
Influencer,3.48
Display,4.07
Search,6.15
Display,5.13
Search,4.04
Influencer,6.10
Display,2.79
Search,5.40
Social Media,6.32
Social Media,2.31
Social Media,4.65
Search,5.96
Search,2.31
Email,2.68
Search,2.77
Search,4.71
Display,7.13
Influencer,5.20
Search,2.00
Display,3.87
Display,7.54
Display,4.40
Display,7.31
Search,4.01
Search,3.41
Display,6.74
Search,7.36
Display,7.39
Display,2.69
Search,3.23
Influencer,7.38
Search,7.87
Social Media,5.00
Influencer,3.22
Email,4.38
Influencer,6.29
Influencer,7.47
Search,3.95
Search,7.85
Influencer,5.24
Display,4.25
Search,2.72
Display,6.42
Social Media,7.15
Influencer,7.62
Email,4.74
Social Media,2.10
Influencer,4.30
Display,3.96
Email,3.85
Influencer,7.78
Search,7.32
Display,5.49
Display,7.50
Display,4.50
Influencer,2.14
Email,3.02
Display,3.95
Search,5.09
Display,5.95
Influencer,5.68
Social Media,7.13
Influencer,5.57
Email,2.74
Social Media,3.86
Influencer,2.58
Display,2.47
Display,4.17
Search,7.98
Influencer,5.11
Display,2.62
Email,7.36
Display,3.02
Influencer,3.02
Email,7.45
Email,3.44
Social Media,5.89
Search,4.34
Influencer,3.88
Display,5.65
Email,4.96
Influencer,7.54
Social Media,2.57
Email,5.83
Display,6.67
Email,7.83
Social Media,3.58
Display,4.93
Display,2.26
Search,2.63
Search,2.61
Display,5.42
Social Media,5.42
Social Media,3.48
Social Media,7.14
Influencer,4.14
Email,3.29
Email,5.24
Search,6.14
Search,8.00
Search,7.14
Influencer,2.56
Display,2.69
Email,3.06
Social Media,3.74
Search,3.95
Influencer,7.94
Influencer,3.68
Email,3.01
Social Media,2.12
Search,7.37
Social Media,5.31
Search,2.21
Email,4.22
Social Media,5.69
Social Media,5.26
Influencer,5.70
Social Media,3.97
Search,3.79
Influencer,4.03
Email,5.92
Display,3.94
Social Media,3.03
Search,6.76
Display,6.43
Display,6.62
Email,4.65
Display,2.04
Email,7.04
Search,5.96
Email,2.53
Display,4.79
Email,6.58
Search,6.36
Influencer,4.10
Social Media,3.45
Search,6.79
Social Media,2.83
Display,6.36
Search,4.65
Search,3.66
Search,5.99
Display,2.15
Search,6.29
Search,4.95
Influencer,4.58
Display,6.39
Influencer,7.48
Display,3.49
Influencer,6.94
Influencer,4.88
Influencer,3.39
Display,5.29
Display,4.08
Display,2.07
Influencer,4.10
Influencer,2.62
Display,4.64
Display,7.67
Display,6.14
Email,3.28
Display,5.52
Email,5.32
Social Media,3.46
Influencer,3.72
Display,6.42
Social Media,5.44
Social Media,7.17
Email,5.32
Display,4.85
Email,4.13
Search,2.46
Email,7.53
Email,2.41
Social Media,3.55
Search,2.89
Email,3.24
Search,7.11
Email,2.35
Search,3.69
Email,3.80
Display,2.96
Social Media,3.80
Influencer,5.36
Search,4.66
Influencer,6.73
Email,6.79
Social Media,4.86
Search,7.52
Search,7.35
Email,5.51
Email,6.18
Search,4.37
Influencer,5.98
Social Media,3.01
Social Media,7.83
Display,2.90
Influencer,4.83
Email,7.60
Social Media,6.08
Social Media,7.31
Influencer,7.45
Email,6.52
Social Media,6.25
Social Media,5.74
Influencer,5.96
Social Media,5.70
Search,2.60
Influencer,4.25
Display,4.96
Social Media,5.69
Social Media,6.44
Email,2.01
Influencer,7.16
Social Media,3.19
Influencer,2.94
Display,5.47
Search,4.26
Influencer,5.33
Search,3.55
Influencer,2.78
Social Media,2.66
Search,4.73
Display,4.84
Influencer,4.81
Influencer,5.61
Display,7.23
Search,4.43
Email,3.38
Display,7.01
Search,4.11
Display,5.73
Search,7.61
Influencer,3.71
Influencer,3.40
Email,4.12
Influencer,6.14
Email,5.83
Search,5.62
Social Media,5.36
Social Media,3.04
Search,6.07
Search,6.80
Display,7.09
Search,2.53
Social Media,3.49
Search,6.65
Influencer,6.77
Influencer,7.72
Display,7.86
Display,2.52
Display,3.78
Influencer,6.04
Email,3.18
Influencer,5.39
Display,7.17
Social Media,2.19
Influencer,4.17
Search,4.01
Search,7.55
Social Media,3.39
Email,2.68
Email,6.20
Email,3.26
Social Media,6.25
Display,3.27
Influencer,2.66
Influencer,3.94
Email,4.82
Email,5.64
Display,5.32
Search,5.54
Social Media,2.01
Email,2.26
Influencer,5.76
Search,5.25
Email,3.04
Email,4.22
Email,4.29
Email,5.21
Display,5.61
Search,7.77
Search,4.43
Influencer,7.22
Social Media,5.01
Display,3.30
Social Media,7.97
Display,2.15
Display,7.80
Display,4.13
Display,3.81
Social Media,3.83
Influencer,6.80
Email,5.53
Email,4.95
Influencer,5.15
Influencer,3.88
Search,3.98
Display,7.30
Display,6.78
Display,7.28
Search,7.65
Search,3.48
Influencer,6.31
Influencer,6.13
Influencer,6.80
Email,3.39
Display,7.07
Influencer,4.71
Social Media,3.87
Email,3.06
Email,7.18
Search,7.41
Display,4.09
Search,4.88
Influencer,3.08
Search,3.12
Email,2.13
Influencer,7.04
Influencer,5.68
Influencer,3.95
Social Media,6.41
Influencer,2.93
Display,3.14
Influencer,5.51
Search,3.28
Influencer,3.69
Influencer,7.79
Display,6.22
Email,3.89
Search,3.91
Influencer,3.49
Email,4.26
Search,7.29
Email,7.50
Email,2.79
Email,5.85
Search,2.24
Social Media,7.42
Influencer,2.73
Email,7.35
Search,4.89
Influencer,6.54
Display,3.43
Display,5.17
Display,7.78
Influencer,4.21
Email,3.59
Display,7.53
Search,5.32
Influencer,6.05
Search,3.22
Display,5.77
Social Media,5.60
Influencer,5.82
Social Media,5.51
Email,5.79
Influencer,7.43
Search,7.78
Display,4.49
Display,6.64
Display,6.20
Email,7.25
Display,6.77
Search,4.49
Search,2.20
Influencer,3.92
Influencer,6.99
Display,5.94
Influencer,5.03
Search,4.22
Search,4.89
Influencer,6.04
Influencer,5.61
Social Media,5.35
Display,7.29
Social Media,3.76
Search,4.06
Search,3.79
Email,2.64
Social Media,3.41
Influencer,3.14
Display,5.49
Email,4.50
Email,2.77
Display,4.41
Social Media,3.25
Search,4.18
Search,6.42
Search,4.29
Display,3.18
Social Media,3.56
Search,3.99
Display,5.04
Email,2.25
Email,2.88
Display,7.14
Email,3.31
Search,6.21
Email,4.29
Influencer,7.29
Display,3.02
Search,7.06
Display,4.42
Social Media,6.48
Search,4.34
Influencer,7.57
Search,6.40
Social Media,5.27
Search,2.52
Email,2.06
Social Media,2.94
Social Media,3.44
Influencer,4.55
Influencer,6.83
Social Media,6.28
Search,5.90
Display,6.34
Influencer,2.11
Search,7.96
Email,7.33
Social Media,5.04
Search,3.76
Influencer,5.14
Influencer,7.86
Influencer,4.76
Social Media,4.59
Display,6.37
Display,3.37
Search,7.64
Search,5.80
Search,4.77
Social Media,5.16
Social Media,6.07
Influencer,7.12
Email,4.19
Email,3.76
Email,2.12
Display,6.39
Email,3.57
Social Media,4.44
Email,3.34
Display,2.98
Influencer,7.81
Social Media,4.81
Influencer,2.60
Display,7.41
Display,2.31
Social Media,2.25
Search,5.76
Social Media,3.02
Search,6.68
Email,3.06
Email,2.72
Search,7.67
Influencer,4.17
Influencer,4.19
Display,3.00
Display,7.12
Display,4.42
Display,6.76
Influencer,2.31
Display,4.71
Search,5.69
Social Media,6.34
Display,6.73
Social Media,3.51
Search,5.78
Influencer,3.03
Social Media,7.86
Email,6.51
Influencer,7.93
Email,7.00
Email,6.95
Influencer,7.65
Display,3.70
Social Media,6.29
Influencer,4.82
Influencer,3.10
Social Media,6.62
Social Media,7.43
Email,2.49
Influencer,3.70
Social Media,6.07
Social Media,6.61
Search,6.22
Email,2.48
Display,6.70
Social Media,6.45
Search,7.48
Influencer,4.70
Influencer,2.44
Influencer,5.15
Display,7.69
Search,7.11
Email,5.53
Social Media,2.47
Email,5.19
Email,4.37
Email,6.50
Influencer,2.35
Display,7.17
Influencer,4.66
Search,3.19
Search,4.77
Email,3.08
Social Media,4.94
Influencer,7.73
Influencer,7.06
Display,6.33
Display,3.23
Influencer,6.59
Influencer,6.22
Influencer,6.62
Email,5.52
Influencer,6.34
Social Media,4.47
Email,2.51
Email,3.79
Social Media,2.59
Email,3.80
Search,3.21
Email,7.34
Display,2.21
Display,5.62
Influencer,3.45
Influencer,4.23
Influencer,7.26
Display,2.22
Email,4.21
Social Media,7.26
Social Media,7.54
Email,4.34
Email,2.47
Search,3.25
Display,2.96
Search,2.18
Display,2.10
Search,3.04
Social Media,4.75
Social Media,3.64
Display,7.99
Influencer,3.94
Email,3.20
Display,3.93
Social Media,2.60
Search,2.58
Search,4.66
Email,3.29
Social Media,6.89
Display,5.55
Search,7.42
Email,7.82
Display,3.82
Influencer,2.47
Email,4.36
Influencer,4.48
Search,3.27
Social Media,2.44
Email,3.13
Display,5.98
Email,6.15
Social Media,4.66
Email,4.16
Display,7.45
Search,6.37
Social Media,4.49
Email,5.53
Display,6.37
Social Media,6.84
Search,7.45
Display,7.01
Search,4.90
Email,3.84
Search,5.20
Email,4.46
Display,5.56
Display,6.09
Influencer,7.91
Email,2.49
Search,5.51
Email,6.94
Email,5.07
Display,6.89
Influencer,7.46
Search,2.39
Influencer,6.33
Social Media,7.59
Search,7.40
Influencer,7.95
Influencer,3.93
Email,5.49
Social Media,6.14
Display,2.83
Display,3.03
Email,5.99
Influencer,4.11
Display,6.69
Search,7.95
Email,5.09
Search,4.08
Social Media,6.47
Email,2.55
Email,2.15
Email,5.85
Email,4.37
Email,4.92
Search,7.54
Email,6.15
Search,6.37
Email,7.39
Email,5.08
Email,2.55
Display,4.72
Display,7.31
Social Media,3.66
Display,2.36
Email,6.36
Email,5.39
Display,5.34
Display,3.24
Social Media,6.04
Email,3.08
Email,3.13
Influencer,4.08
Social Media,5.65
Display,5.63
Search,3.21
Social Media,6.86
Influencer,7.01
Influencer,5.01
Influencer,6.25
Search,7.83
Display,6.38
Display,3.96
Display,2.00
Search,6.00
Social Media,6.08
Display,3.23
Search,5.18
Search,6.46
Influencer,3.78
Email,7.58
Influencer,4.40
Email,2.06
Social Media,5.02
Search,3.93
Search,5.64
Email,4.72
Social Media,7.32
Search,2.48
Display,6.40
Influencer,2.91
Display,4.46
Influencer,3.57
Display,2.80
Search,3.35
Social Media,5.61
Email,2.35
Social Media,5.57
Influencer,4.62
Influencer,3.01
Email,5.35
Display,7.89
Display,4.62
Email,3.83
Search,3.60
Display,3.16
Social Media,2.39
Email,5.85
Email,4.30
Display,5.16
Search,6.43
Email,4.70
Display,7.36
Email,4.63
Search,6.72
Social Media,6.78
Social Media,3.50
Email,6.73
Display,4.71
Display,6.04
Social Media,5.91
Search,2.16
Display,5.31
Display,6.30
Search,5.93
Display,5.61
Influencer,2.58
Social Media,4.65
Search,3.83
Display,6.71
Email,6.06
Influencer,6.62
Search,7.63
Display,5.95
Influencer,3.00
Influencer,5.07
Search,4.42
Email,5.80
Influencer,6.21
Influencer,4.73
Influencer,3.83
Influencer,7.40
Email,7.38
Influencer,5.38
Display,3.37
Search,3.79
Influencer,7.16
Email,6.35
Email,7.18
Influencer,4.29
Social Media,2.59
Social Media,5.42
Search,2.28
Search,6.32
Display,4.08
Display,6.02
Social Media,7.30
Display,5.39
Email,5.70
Email,5.49
Influencer,7.92
Search,4.95
Display,7.64
Influencer,2.70
Search,4.57
Influencer,2.41
Display,7.40
Influencer,2.07
Email,3.16
Display,5.37
Search,4.55
Social Media,4.54
Influencer,5.41
Influencer,3.47
Email,2.38
Influencer,7.55
Social Media,3.59
Email,2.72
Display,4.96
Influencer,4.08
Social Media,6.44
Email,4.64
Display,5.06
Search,6.86
Social Media,2.57
Influencer,5.26
Search,5.89
Influencer,5.10
Social Media,2.53
Search,2.30
Influencer,7.09
Social Media,2.71
Social Media,7.40
Search,2.90
Social Media,5.18
Display,2.83
Email,3.16
Influencer,7.78
Search,2.05
Display,7.04
Social Media,3.82
Email,7.60
Search,6.53
Social Media,5.64
Email,5.89
Email,3.13
Social Media,4.83
Search,6.82
Email,4.37
Email,6.59
Social Media,6.49
Search,7.51
Search,4.16
Search,3.77
Influencer,4.92
Search,4.85
Social Media,2.06
Email,4.83
Social Media,6.89
Display,4.04
Influencer,5.04
Display,7.61
Influencer,7.47
Display,4.16
Email,2.87
Display,5.54
Influencer,2.95
Influencer,4.12
Social Media,7.31
Social Media,2.52
Influencer,6.78
Social Media,7.67
Influencer,2.57
Influencer,3.06
Search,7.37
Influencer,2.23
Social Media,3.02
Search,4.05
Search,5.73
Email,5.80
Email,7.74
Influencer,3.27
Influencer,6.74
Email,4.67
Influencer,4.24
Influencer,5.95
Social Media,7.54
Display,5.05
Influencer,5.68
Email,4.38
Social Media,5.56
Social Media,5.16
Social Media,5.44
Influencer,7.67
Social Media,4.94
Search,4.05
Email,2.68
Social Media,6.48
Search,2.49
Email,5.39
Search,2.97
Influencer,7.58
Display,3.18
Influencer,2.95
Social Media,6.21
Display,6.42
Email,4.69
Display,4.42
Search,5.26
Influencer,4.93
Display,5.06
Influencer,6.43
Influencer,5.86
Display,6.39
Email,3.16
Email,7.21
Email,3.47
Display,7.71
Social Media,5.42
Influencer,4.87
Influencer,2.02
Display,4.07
Email,4.13
Influencer,3.36
Social Media,6.35
Influencer,2.08
Display,4.92
Display,6.56
Display,6.20
Email,6.74
Social Media,6.10
Email,5.02
Social Media,4.03
Social Media,5.72
Influencer,7.88
Influencer,5.89
Display,3.88
Influencer,3.78
Social Media,7.80
Email,3.52
Influencer,6.89
Display,6.25
Social Media,7.09
Email,6.12
Influencer,3.43
Display,3.57
Social Media,3.26
Search,4.49
Social Media,4.55
Email,5.68
Search,2.88
Social Media,4.73
Search,5.33
Email,3.12
Search,6.05
Social Media,5.07
Influencer,7.41
Social Media,7.56
Display,4.59
Email,2.50
Display,6.01
Email,6.19
Social Media,4.60
Social Media,6.83
Search,4.13
Display,7.86
Influencer,7.21
Social Media,2.35
Display,7.51
Display,5.16
Email,2.60
Search,4.19
Influencer,2.49
Influencer,3.42
Display,7.62
Display,7.66
